name,Brand,Best Sellers Rank,weight,Laptop type,Laptop purpose,Screen Size,Hard Drive Size,Hard Drive Type,RAM speed,RAM size,RAM type,CPU,CPU rank,GPU,GPU performance,Optical Drive Type,Operating System,Number of USB 3.0 Ports,Number of USB 2.0 Ports,Date First Available,Customer Reviews,old_price,price
"2022 newest dell inspiron 15 3511 laptop, 15.6"" fhd touchscreen, intel core i5-1035g1, 16gb ram, 1tb pcie nvme m.2 ssd, sd card reader, webcam, hdmi, wifi, windows 11 home, black ",dell,145.0,2.5809405853000005,traditional,general,14.0,1024.0,ssd,3.6,16.0,ddr4,intel core i5 1035g1,934.0,intel uhd g7,5.3,No,windows,2.0,1.0,2022-04-28,4.4,728.0,654.0
"asus vivobook 16x laptop, 16” wuxga (1920 x 1200) 16:10 display, amd ryzen 5 5600h cpu, amd radeon™ vega 7 graphics, 8gb ram, 512gb ssd, fingerprint sensor, windows 11 home, quiet blue, m1603qa-ds52 ",asus,643.0,3.0163892605000004,traditional,general,15.3,512.0,ssd,2.9202336956521737,8.0,ddr4,amd ryzen 5 5600h,436.0,amd radeon rx vega 7,13.2,No,windows,2.0,1.0,2022-06-10,5.0,699.99,657.0
"2022 acer swift 3 thin & light business laptop 14"" fhd ips display, intel core evo i7-1165g7 up to 4.7ghz, 8gb ram 512gb ssd, intel iris xe graphics, fingerprint reader, backlit keyboard, win10 ",acer,527.0,1.2020197805,traditional,general,14.0,256.0,ssd,2.4,8.0,ddr4,intel core i7 1165g7,719.0,intel iris xe max ,17.8,Yes,windows,1.0,1.0,2022-03-28,3.5,659.0,659.0
"lenovo thinkpad x201 3626f2u 12.1-inch notebook (2.5 ghz intel core i5-540m processor, 4gb ddr3, 320gb hdd, windows 7 professional) black ",lenovo,586.0,2.4493987980000003,traditional,general,14.0,320.0,hdd,2.5,4.0,ddr3,intel core i5 1140g7,3130.0,intel hd ,0.9,Yes,windows,2.0,0.0,2010-03-24,3.9,660.0,660.0
"acer chromebook enterprise spin 513 r841lt-s4jq | 13.3"" fhd ips touch corning gorilla glass | qualcomm snapdragon 7c compute platform | 8gb | 128gb | 4g lte | wifi 5 | chrome enterprise upgrade ",acer,545.0,1.2020197805,2 in 1,general,14.0,512.0,ssd,2.6714285714285713,8.0,lpddr4,snapdragon 7c,1588.0,qualcomm adreno 685,3.8,No,chrome os,3.0,0.0,2021-09-02,3.8,799.99,664.0
"2021 dell inspiron 7000 2-in-1 13.3"" fhd touchscreen laptop computer, intel core i5-1135g7, 8gb ram, 512gb pcie ssd, backlit keyboard, intel iris xe graphics, hd webcam, maxxaudio, windows 11, silver ",dell,564.0,1.2292353227,traditional,general,14.0,512.0,ssd,2.9202336956521737,8.0,ddr4,intel core i5 1135g7,748.0,intel iris xe max ,17.8,No,windows,2.0,0.0,2021-11-23,4.0,664.0,664.0
"asus vivobook s 14 flip 14” wuxga 16:10 touch, amd ryzen 5 5600h cpu, 8gb ram, 512gb ssd, numberpad, fingerprint, windows 11 home, quiet blue, tn3402qa-as54t ",asus,141.0,2.3768240188000003,traditional,general,15.3,512.0,ssd,3.2,8.0,ddr4,amd ryzen 5 5600h,436.0,intel iris 540,8.0,No,windows,2.0,1.0,2022-02-23,4.5,666.0,666.0
"lenovo ideapad flex 5 14are05 14&amp;quot; full hd touchscreen 2-in-1 notebook computer, amd ryzen 7 4700u 2.0ghz, 8gb ram, 512gb ssd, windows 10 home, graphite gray ",lenovo,880.0,2.2906414685,traditional,general,14.0,512.0,ssd,3.2,8.0,ddr4,amd ryzen 7 4700u,581.0,amd radeon rx vega m gh,31.3,No,windows,1.0,0.0,2020-02-20,4.4,669.0,669.0
"lenovo ideapad 5 15.6"" laptop ryzen 7-4700u 16gb ram 512gb ssd graphite grey - amd ryzen 7-4700u octa-core - 1920 x 1080 full hd resolution - amd radeon graphics - intel wi-fi 6 - windows 10 home ",lenovo,384.0,2.3768240188000003,traditional,general,14.0,512.0,ssd,3.0625531914893616,16.0,ddr4,amd ryzen 7 4700u,581.0,amd radeon r2,1.0,No,windows,0.0,1.0,2020-06-29,4.3,749.0,669.0
"asus chromebook enterprise flip c433 2-in-1 laptop, 14"" touchscreen fhd 4-way nanoedge, intel core m3-8100y, 8gb, 128gb emmc, backlit kb, chrome os with chrome enterprise upgrade, c433ta-ge388t ",asus,394.0,2.3768240188000003,2 in 1,general,15.3,128.0,ssd,3.4,8.0,ddr3,intel core m3 8100y,1813.0,intel hd 400,1.3,No,chrome os,3.0,0.0,2022-01-08,4.5,670.0,670.0
"dell latitude 3000 3190 11.6"" netbook - hd - 1366 x 768 - intel pentium n5030 quad-core (4 core) - 4 gb ram - 128 gb ssd ",dell,1171.0,1.2655227123,traditional,general,14.0,128.0,ssd,3.1,4.0,lpddr4,intel pentium silver n5030,1922.0,intel uhd 605,2.3,No,windows,1.0,0.0,2021-06-22,4.8,671.0,671.0
"asus vivobook 15 slim laptop, 15.6â€ fhd display, intel core  i5-1240p cpu, intel iris xe graphics, 8gb ram, 512gb ssd, fingerprint sensor, windows 11 home, quiet blue, f1502za-ds52 ",asus,724.0,2.4947580350000003,traditional,general,15.3,512.0,ssd,4.4,8.0,ddr4,intel core i5 1240p,421.0,intel iris 540,8.0,No,windows,2.0,1.0,2022-05-11,5.0,675.0,675.0
"asus vivobook s15 s533 thin and light laptop, 15.6” fhd display, intel core i5-1135g7 processor, 8gb ddr4 ram, 512gb pcie ssd, wi-fi 6, windows 10 home, indie black, s533ea-dh51 ",asus,242.0,1.8007617089,traditional,general,15.3,512.0,ssd,2.666,8.0,ddr4,intel core i5 1135g7,748.0,intel iris xe max ,17.8,No,windows,2.0,2.0,2020-10-07,4.6,729.99,677.0
"msi gf63 15.6"" gaming laptop intel core i5-10500h gtx1650 8gb 512gb nvme ssd win10 - black (10sc-838) ",msi,1161.0,3.0753562686,traditional,gaming,15.6,512.0,ssd,3.2,4.0,ddr3,intel core i5 10500h,664.0,nvidia geforce gtx 1650 ,31.3,No,windows,3.0,0.0,2022-07-15,4.8,749.0,686.0
"asus chromebook enterprise flip cm5, 15.6"" touchscreen full hd, amd ryzen 3 3250c, 64gb emmc, 4gb, backlit keyboard, zero-touch enrollment, chrome os with chrome enterprise upgrade, cm5500fda-gn344t ",asus,466.0,2.8258804651000005,traditional,general,15.3,64.0,other,3.5,4.0,ddr4,amd ryzen 3 3250c,1773.0,intel uhd 605,2.3,No,chrome os,3.0,0.0,2022-01-08,5.0,689.0,689.0
"lenovo ideapad flex 5 14alc05 82hu002yus 14"" touchscreen convertible 2 in 1 notebook - full hd - 1920 x 1080 - amd ryzen 7 5700u octa-core (8 core) 1.40 ghz - 16 gb ram - 512 gb ssd - graphite gray ",lenovo,515.0,1.5013907447,2 in 1,general,14.0,512.0,ssd,3.2,4.0,ddr3l,amd ryzen 7 5700u,477.0,amd radeon r2,1.0,No,windows,0.0,0.0,2021-06-26,4.1,732.48,689.0
"newest msi gf63 thin 15.6"" fhd gaming laptop, 10th gen intel 4-core i5-10300h up to 4.5ghz(beat i7-7920hq), nvidia gtx 1650 maxq, 16gb ddr4, 512gb nvme ssd, ethernet, wifi 6, hdmi, usb-a&c, win10 ",msi,137.0,1.859728717,traditional,gaming,15.6,512.0,ssd,4.5,16.0,sdram,intel core i5 10300h,839.0,nvidia geforce gtx 1650 ,31.3,No,windows,2.0,2.0,2021-12-03,4.3,689.0,689.0
"2022 newest dell inspiron 3000 premium laptop, 15.6 fhd display, intel core i5-1135g7, 16gb ddr4 ram, 1tb pcie ssd, online meeting ready, webcam, wifi, hdmi, windows 11 home, black ",dell,485.0,2.5582609668,traditional,general,14.0,1024.0,ssd,2.4,16.0,sdram,intel core i5 1135g7,748.0,intel uhd g7,5.3,No,windows,2.0,1.0,2022-01-03,4.3,689.0,689.0
"acer aspire vero av15-51-7617 green pc | 15.6"" fhd ips 100% srgb-display | 11th gen intel core i7-1195g7 | intel iris xe graphics | 16gb ddr4 | 512gb nvme ssd | wi-fi 6 | pcr materials | vero-sleeve ",acer,193.0,1.7962257852,traditional,general,14.0,512.0,ssd,2.666,16.0,ddr4,intel core i7 1195g7,695.0,intel uhd 605,2.3,No,windows,3.0,1.0,2022-04-25,4.6,691.0,691.0
"asus vivobook s 16x slim laptop, 16â€ wuxga (1920 x 1200) 16:10 display, intel core i5-12500h cpu, 8gb ram, 512gb ssd, windows 11 home, midnight black, s5602za-db51 ",asus,704.0,1.8007617089,traditional,general,15.3,512.0,ssd,4.5,8.0,ddr4,intel core i5 12500h,292.0,intel iris 540,8.0,No,windows,1.0,1.0,2022-05-11,5.0,849.99,696.0
"lenovo ideapad 3 2020 premium gaming laptop i 15.6"" fhd ips 120hz i intel quad-core i5-10300h (>i7-8850h) i 8gb ddr4 256gb pcie ssd i 4gb gtx 1650 backlit dolby hdmi win 10 + 16gb micro sd card ",lenovo,1049.0,2.1953870708,traditional,gaming,14.0,256.0,ssd,2.9202336956521737,8.0,ddr4,intel core i5 10300h,839.0,nvidia geforce gtx 1650 ,31.3,No,windows,2.0,1.0,2020-08-11,4.6,948.0,697.0
"asus tuf gaming a15 gaming laptop, 15.6” 144hz fhd ips-type, amd ryzen 5 4600h, geforce gtx 1650, 8gb ddr4, 512gb pcie ssd, gigabit wi-fi 5, windows 10 home, fa506ih-as53 ",asus,269.0,2.2997133159,2 in 1,gaming,15.3,512.0,ssd,3.2,8.0,ddr4,amd ryzen 5 4600h,525.0,nvidia geforce gtx 1650 ,31.3,No,windows,3.0,1.0,2020-05-18,4.6,825.0,698.0
lenovo 20td00b7us tp e15 g2 i5/4.2 15.6 8gb 256gb mic w10p ,lenovo,401.0,1.81436948,traditional,general,14.0,512.0,ssd,4.0,8.0,ddr4,intel core i5 1140g7,1107.0,intel iris xe max ,17.8,No,windows,2.0,2.0,2021-02-20,4.3,899.0,699.0
"msi modern 15a thin and light daily laptop: 15.6"" fhd 1080p, intel core i5-10210u, uma, 8gb, 512gb ssd, win10, black (a10m-656) ",msi,955.0,1.6011810661,traditional,general,15.6,512.0,ssd,2.666,8.0,ddr4,intel core i5 10210u,1107.0,intel uhd g7,5.3,No,windows,4.0,0.0,2021-08-17,4.0,699.0,699.0
"2022 newest upgraded hp laptops for college student & business, 15.6 inch fhd ,11th gen intel core i3-1115g4 , 32gb ddr4 ram, 1tb pcie ssd, webcam, wi-fi, bluetooth, windows 11 , silver ,rokc mp ",hp,465.0,1.7009713875,traditional,general,14.0,1000.0,ssd,2.69395,4.0,ddr4,intel core i3 1115g4,1131.0,intel hd ,0.9,No,windows,2.0,0.0,2022-08-24,4.4,929.99,699.0
"asus vivobook 17x laptop, 17.3â€ fhd display, amd ryzen 5 5600h cpu, amd radeon graphics, 8gb ram, 512gb ssd, fingerprint sensor, windows 11 home, quiet blue, s1703qa-as51 ",asus,1013.0,2.1001326731,traditional,general,15.3,512.0,ssd,2.9202336956521737,8.0,ddr4,amd ryzen 5 5600h,436.0,amd radeon r2,1.0,No,windows,3.0,1.0,2022-11-13,4.5,699.0,699.0
"dell - inspiron 2-in-1 13.3"" touch-screen laptop - intel core i7 - 8gb ram - 256gb ssd - gray ",dell,1124.0,1.6964354638,2 in 1,general,14.0,256.0,ssd,2.4,8.0,ddr4,intel core i5 1140g7,748.0,intel hd 620,4.6,No,windows,0.0,1.0,2017-11-15,5.0,699.0,699.0
"2022 newest hp touch-screen laptops for college student & business, 15.6 inch hd computer, intel core i5-1135g7, 32gb ram, 1tb ssd, fast charge, thin and light, webcam, windows 11, rokc hdmi cable ",hp,920.0,1.7009713875,traditional,general,14.0,1000.0,ssd,2.8188666666666666,32.0,ddr4,intel core i5 1135g7,748.0,intel hd ,0.9,No,windows,1.0,1.0,2022-10-25,5.0,699.0,699.0
"msi bravo 15 15.6"" 144hz gaming laptop: amd ryzen r5-5600h, rx 5500m, 16gb, 512gb nvme ssd, win11 (b5dd-243) ",msi,39.0,2.3450725529,traditional,gaming,15.6,512.0,ssd,3.2,16.0,ddr4,amd ryzen 5 5600h,436.0,intel uhd 605,2.3,No,windows,2.0,1.0,2022-05-23,4.5,899.0,699.0
"msi modern 15 thin and light daily laptop: 15.6"" fhd 1080p, ryzen5-5500u, uma, 8gb, 256gb ssd, win10pro, carbon gray (a5m-071) ",msi,1060.0,1.5966451424,traditional,general,15.6,256.0,ssd,3.2,8.0,ddr4,amd ryzen 5 5500u,603.0,intel uhd 605,2.3,No,windows,3.0,1.0,2021-07-08,2.0,699.0,699.0
"asus vivobook 16x laptop, 16” wuxga (1920 x 1200) 16:10 display, amd ryzen 5 5600h cpu, amd radeon vega 7 graphics, 16gb ram, 512gb ssd, fingerprint sensor, windows 11 home, quiet blue, m1603qa-es54 ",asus,396.0,1.8778724118,traditional,general,15.3,512.0,ssd,2.9202336956521737,8.0,ddr4,amd ryzen 5 5600h,436.0,amd radeon rx vega 7,13.2,No,windows,3.0,1.0,2022-08-13,5.0,699.0,699.0
"lenovo legion 5 15.6"" fhd ips anti-glare gaming laptop, amd 6-core ryzen 5 4600h, 8gb ddr4, 256gb nvme ssd + 1tb hdd, nvidia gtx 1650ti 4gb gddr6, webcam, backlit keyboard, wifi, bt, windows 10 ",lenovo,753.0,1.9958064280000003,traditional,gaming,14.0,256.0,ssd,3.2,8.0,ddr3,amd ryzen 5 4600h,525.0,nvidia geforce gtx 1650 ti ,33.9,No,windows,3.0,1.0,2020-02-26,4.4,699.0,699.0
"dell inspiron 15 3000 series 3511 laptop, 15.6"" fhd touchscreen, intel core i5-1135g7, 32gb ddr4 ram, 1tb pcie ssd, sd card reader, webcam, hdmi, wi-fi, windows 11 home, black ",dell,104.0,2.5582609668,traditional,general,14.0,1024.0,ssd,2.8188666666666666,32.0,ddr4,intel core i5 1135g7,748.0,intel iris xe max ,17.8,No,windows,2.0,1.0,2022-05-25,4.4,699.0,699.0
"lenovo thinkpad l14 gen2 20x100gcus 14"" touchscreen notebook - full hd - 1920 x 1080 - intel core i5 11th gen i5-1135g7 quad-core (4 core) 2.40 ghz - 8 gb ram - 256 gb ssd - black - intel chip - ",lenovo,1237.0,2.4947580350000003,traditional,general,14.0,256.0,ssd,3.2,8.0,ddr4,intel core i5 1135g7,748.0,intel hd 520,4.1,Yes,windows,1.0,1.0,2022-01-12,4.5,819.99,700.0
"asus vivobook s15 s533 thin and light laptop, 15.6” fhd display, intel core i5-1135g7 cpu, 8gb ddr4 ram, 512gb pcie ssd, wi-fi 6, windows 11 home, ai noise-cancellation, indie black, s533ea-dh51 ",asus,518.0,1.8007617089,traditional,general,15.3,512.0,ssd,2.9202336956521737,8.0,ddr4,intel core i5 1135g7,748.0,intel iris xe max ,17.8,No,windows,2.0,2.0,2022-08-08,4.6,700.0,700.0
"lenovo ideapad gaming 3i laptop, 15.6"" full hd display, intel core i5-11300h processor, nvidia geforce gtx 1650, 16gb ram, 512gb ssd, backlit keyboard, webcam, wifi 6, windows 11 home, black ",lenovo,248.0,2.2498181552000003,traditional,gaming,14.0,512.0,ssd,4.5,16.0,ddr4,intel core i5 11300h,685.0,nvidia geforce gtx 1650 ,31.3,No,windows,0.0,0.0,2021-11-19,4.7,701.0,701.0
"asus vivobook s 15 slim laptop, 15.6â€ fhd display, amd ryzenâ„¢ 5 5600h cpu, amd radeon graphics, 8gb ram, 512gb ssd, windows 11 home, fingerprint reader, indie black, s3502qa-ds51 ",asus,404.0,3.1071077345,traditional,general,15.3,512.0,ssd,2.9202336956521737,8.0,ddr4,amd ryzen 5 5600h,436.0,intel uhd 605,2.3,No,windows,1.0,1.0,2022-05-04,4.6,749.99,701.0
hp pro chromebook enterprise 14-inch laptop c640 - amd athlon silver 3050c - 8 gb ram - 64 gb emmc - chrome os ,hp,996.0,1.36077711,traditional,general,14.0,887.0,hdd,2.9202336956521737,8.0,ddr4,intel core i5 1140g7,506.0,amd radeon r2,1.0,Yes,chrome os,1.0,1.0,2021-05-14,4.4,702.0,702.0
"lenovo thinkpad l15 gen2 20x70076us 15.6"" notebook - hd - 1366 x 768 - amd ryzen 5 pro 5650u hexa-core (6 core) 2.30 ghz - 8 gb ram - 256 gb ssd - black ",lenovo,781.0,1.9912705043,traditional,general,14.0,256.0,ssd,2.3,8.0,ddr4,amd ryzen 5 pro 5650u,506.0,amd radeon r2,1.0,No,windows,0.0,0.0,2021-10-14,4.4,706.0,706.0
"acer chromebook 514 cb514-1w cb514-1w-5280 14"" chromebook - full hd - 1920 x 1080 - intel core i5 11th gen i5-1135g7 quad-core (4 core) 2.40 ghz - 8 gb ram - 128 gb ssd ",acer,579.0,1.4016004233,traditional,general,14.0,128.0,ssd,2.4,8.0,lpddr4x,intel core i5 1135g7,748.0,intel iris xe max ,17.8,No,chrome os,1.0,0.0,2021-11-30,4.3,779.99,706.0
"acer chromebook enterprise spin 514 convertible laptop | amd ryzen 5 3500c | 14"" full hd ips touch display | 8gb ddr4 | 128gb ssd | microsd | wi-fi 5 | backlit keyboard | chrome os | cp514-1wh-r1h8 ",acer,461.0,1.5512859054,2 in 1,general,14.0,128.0,ssd,2.4,8.0,ddr4,amd ryzen 5 3500c,1302.0,amd radeon rx vega 8,8.5,No,chrome os,3.0,2.0,2022-03-24,4.2,749.99,709.0
"acer aspire 5 a514-55-545g slim laptop | 14.0"" full hd ips display | 12th gen intel core i5-1235u | 8gb ddr4 | 512gb nvme gen 4 ssd | 802.11ax wi-fi 6e | thunderbolt 4 | backlit keyboard | win 11 home ",acer,1125.0,1.4877829736,traditional,general,14.0,512.0,ssd,2.9202336956521737,8.0,ddr4,intel core i5 1235u,586.0,intel iris xe max ,17.8,No,windows,4.0,0.0,2022-05-09,4.4,709.0,709.0
"dell latitude 3000 3420 14"" notebook - hd - 1366 x 768 - intel core i3 11th gen i3-1115g4 dual-core (2 core) 3 ghz - 4 gb ram - 128 gb ssd - black ",dell,1288.0,1.5195344395,traditional,general,14.0,128.0,ssd,2.69395,4.0,ddr4,intel core i3 1115g4,1131.0,intel uhd g7,5.3,No,windows,0.0,2.0,2021-05-26,4.6,709.0,709.0
"lenovo flex 5i - 14.0"" fhd touch display - intel core i7-1165g7 - 12gb ddr4 ram - 512gb m.2 nvme ssd - intel iris xe graphics - windows 11 home - graphite grey ",lenovo,299.0,1.496854821,traditional,general,14.0,512.0,ssd,2.4,12.0,ddr4,intel core i7 1165g7,719.0,intel uhd 605,2.3,Yes,windows,2.0,0.0,2022-03-10,4.8,799.0,710.0
"asus vivobook 15x oled laptop, 15.6â€ oled display, amd ryzen 5 5600h cpu, amd radeon gpu, 8gb ram, 512gb ssd, windows 11 home, quiet blue, m1503qa-es52 ",asus,250.0,2.6988746015,traditional,general,15.3,512.0,ssd,2.9202336956521737,8.0,ddr4,amd ryzen 5 5600h,436.0,intel uhd 605,2.3,No,windows,2.0,1.0,2022-05-24,5.0,749.99,714.0
"lenovo flex 5 14"" full hd 2-in-1 touchscreen laptop, amd ryzen 7 5700u, 16gb ram, 512gb ssd, windows 11 home ",lenovo,364.0,1.496854821,2 in 1,general,14.0,512.0,ssd,3.2,16.0,ddr4,amd ryzen 7 5700u,477.0,amd radeon r2,1.0,No,windows,2.0,1.0,2021-12-16,4.2,715.0,715.0
"hp 15t-dy200 cto 15.6"" fhd ips touchscreen laptop, intel i7-1165g7 (up to 4.7 ghz), 16gb (2 x 8gb) ddr4, 512gb ssd, win 10, natural silver ",hp,440.0,2.7396979148,traditional,general,14.0,512.0,ssd,2.666,16.0,ddr4,intel core i7 1165g7,719.0,intel iris xe max ,17.8,No,windows,1.0,1.0,2020-12-12,3.9,715.0,715.0
"asus zenbook 13 ultra-slim laptop, 13.3 oled nanoedge, intel evo platform i5-1135g7, 8gb lpddr4x ram, 256gb ssd, thunderbolt 4, wi-fi 6, windows 11 home, ai noise-cancellation, pine grey, ux325ea-dh51 ",asus,279.0,1.1385168487,traditional,general,15.3,256.0,ssd,2.9202336956521737,8.0,ddr4,intel core i5 1135g7,748.0,intel iris 540,8.0,No,windows,1.0,0.0,2021-11-16,4.5,799.99,718.0
"lenovo thinkpad e15 g2 20tds00b00 15.6"" notebook - full hd - 1920 x 1080 - intel core i5 i5-1135g7 quad-core (4 core) 2.40 ghz - 8 gb ram - 256 gb ssd - glossy black - windows 10 pro - intel iris ",lenovo,361.0,2.6308357460000003,traditional,general,14.0,256.0,ssd,2.4,8.0,sdram,intel core i5 1135g7,748.0,intel uhd g7,5.3,Yes,windows,2.0,2.0,2021-03-26,4.1,719.0,719.0
"dell latitude 3000 3330 13.3"" notebook - full hd - 1920 x 1080 - intel core i3 11th gen i3-1125g4 quad-core (4 core) 2 ghz - 8 gb total ram - 8 gb on-board memory - 256 gb ssd - titan gray ",dell,908.0,1.2020197805,traditional,general,14.0,256.0,ssd,2.9202336956521737,8.0,ddr4,intel core i3 1125g4,759.0,intel uhd g7,5.3,No,windows,0.0,0.0,2022-07-22,4.3,719.0,719.0
"asus chromebook flip cx3, 14"" touchscreen full hd nanoedge display, intel core i5-1130g7, 256gb pcie ssd, 8gb ram, garaged stylus, backlit keyboard, wi-fi 6, chrome os, ai blue, cx3400fma-dh586t-s ",asus,434.0,1.6465403031,2 in 1,general,15.3,256.0,ssd,2.9202336956521737,8.0,ddr4,intel core i5 1130g7,820.0,intel uhd 605,2.3,No,chrome os,2.0,0.0,2022-05-20,4.4,719.0,719.0
"newest hp victus 15.6"" fhd 144 hz gaming laptop, intel core i5-12450h processor, nvidia geforce gtx 1650, 16gb ram, 1tb ssd, hdmi, sd card reader, backlit keyboard, wi-fi 6, windwos 11 home ",hp,399.0,2.2951773922,traditional,gaming,14.0,1024.0,ssd,3.0625531914893616,16.0,ddr4,intel core i5 12450h,400.0,nvidia geforce gtx 1650 ,31.3,No,windows,3.0,0.0,2022-07-28,4.6,775.0,720.0
"2022 hp victus gaming laptop, 15.6-inch 144hz fhd display, 12th gen core i5-12450h(beat r7 5800h), 16gb 3200 ram, 1tb pcie ssd, nvidia geforce gtx 1650, wifi 6, backlit kb, rj-45, hdmi, win 11 h ",hp,72.0,2.2951773922,traditional,gaming,14.0,1024.0,ssd,3.2,16.0,ddr4,intel core i5 12450h,400.0,nvidia geforce gtx 1650 ,31.3,No,windows,0.0,0.0,2022-07-28,4.9,783.98,725.0
"gigabyte a5 k1: 15.6"" fhd ips anti-glare 144hz, amd ryzenâ„¢ 5 5600h, nvidia geforce rtx 3060 laptop gpu 6 gb gddr6, 16 gb memory, 512 gb pcie ssd, windows 11 home- gaming laptop (a5 k1-aus1130sb) ",gigabyte,240.0,2.1228122916,traditional,gaming,15.6,512.0,ssd,3.2,16.0,ddr4,amd ryzen 5 5600h,436.0,nvidia geforce rtx 3060 ,55.0,No,windows,3.0,1.0,2022-07-19,4.0,1199.0,729.0
"asus chromebook vibe c55 flip, cloud gaming laptop, 15.6"" full hd 144 hz touch display, intel core i5-1135g7 processor, 256gb ssd, 16gb ram, chromeos, mineral gray, cx5501fea-dh566t ",asus,333.0,1.950447191,traditional,gaming,15.3,256.0,ssd,2.9110333333333336,16.0,lpddr4x,intel core i5 1135g7,748.0,intel iris xe max ,17.8,No,chrome os,3.0,1.0,2022-09-10,2.0,729.0,729.0
"acer chromebook enterprise 514 laptop | intel core i3-1115g4 | 14"" full hd ips touch display | 8gb lpddr4x | 128gb nvme ssd | microsd | intel wi-fi 6 | backlit keyboard | chrome os | cb514-1wt-33mw ",acer,741.0,1.3698489574,traditional,general,14.0,128.0,ssd,2.4,8.0,lpddr4x,intel core i3 1115g4,1131.0,intel uhd g7,5.3,No,chrome os,3.0,1.0,2021-11-30,3.2,729.0,729.0
"2020 newest hp envy x360 2-in-1 laptop, 15.6"" full hd touchscreen, amd ryzen 5 4500u processor up to 4.0ghz, 8gb memory, 256gb pcie ssd, backlit keyboard, hdmi, wi-fi, windows 10 home, nightfall black ",hp,501.0,2.0003423517,traditional,general,14.0,256.0,ssd,2.3,8.0,ddr4,amd ryzen 5 4500u,690.0,amd radeon r2,1.0,No,windows,1.0,0.0,2020-05-26,4.5,729.0,729.0
"2022 hp pavilion 17 laptop computer, intel core i3-1115g4(beat i5-8250u), 32gb ram, 1tb pcie ssd, 17.3 fhd ips screen, wi-fi, webcam, bluetooth, long battery life, windows 11, rokc mp(lastest model) ",hp,1045.0,2.9256707865,traditional,general,14.0,1024.0,ssd,4.1,64.0,ddr4,intel core i3 1115g4,1131.0,intel uhd g7,5.3,No,windows,0.0,0.0,2022-04-12,3.0,729.0,729.0
"asus vivobook flip 14 thin and light 2-in-1 laptop, 14” fhd touch display, amd ryzen 5 5500u, 8gb ram, 512gb ssd, stylus, fingerprint reader, windows 11 home, bespoke black, tm420ua-ds52t ",asus,700.0,1.5013907447,2 in 1,general,15.3,512.0,ssd,2.9202336956521737,8.0,ddr4,amd ryzen 5 5500u,603.0,amd radeon r2,1.0,No,windows,1.0,1.0,2021-04-12,4.4,729.0,729.0
"lenovo flex 14 convertible laptop, 14 inch fhd (1920 x 1080) ips touch display, intel core i5-8265u processor, 8gb ddr4 ram, 128gb nvme ssd, intel uhd graphics 615, windows 10, 81sq0009us, onyx black ",lenovo,688.0,1.5966451424,2 in 1,general,14.0,128.0,ssd,2.4,128.0,so-dimm,intel core i5 8265u,1159.0,intel hd 615,4.0,No,windows,2.0,0.0,2019-05-20,4.4,730.0,730.0
"msi modern 14 ultra thin and light professional laptop: 14"" fhd 1080p, intel core i5-10210u, uma, 8gb, 512gb ssd, win10, carbon gray (a10m-1052) ",msi,957.0,1.1884120094,traditional,general,15.6,512.0,ssd,2.666,8.0,ddr4,intel core i5 10210u,1107.0,intel uhd 620,5.3,No,windows,0.0,2.0,2021-08-04,5.0,730.0,730.0
"acer travelmate p2 p214-41-g2 tmp214-41-g2-r85m 14"" notebook - full hd - 1920 x 1080 - amd ryzen 7 pro 5850u octa-core (8 core) 1.90 ghz - 8 gb total ram - 256 gb ssd ",acer,1229.0,2.6262998223,traditional,general,14.0,256.0,ssd,2.9202336956521737,8.0,ddr4,amd ryzen 7 pro 5850u,431.0,amd radeon r2,1.0,No,windows,1.0,1.0,2022-05-13,4.7,769.99,734.0
"hp 15.6 inch fhd touchscreen laptop, amd ryzen 7 4700u (8-core) processor, 16gb, 512gb, backlit keyboard, 15-eh0015cl ",hp,1300.0,2.4221832558000003,traditional,general,14.0,512.0,ssd,2.9202336956521737,8.0,ddr4,amd ryzen 7 4700u,581.0,intel uhd 605,2.3,No,uninstalled,1.0,1.0,2021-02-25,4.4,735.0,735.0
"msi modern 15 15.6"" ultra thin and light laptop amd ryzen 7-5700u uma 8gb 512gb nvme ssd win10 - carbon gray (a5m-221) ",msi,985.0,1.6011810661,traditional,general,15.6,512.0,ssd,2.9202336956521737,8.0,ddr4,amd ryzen 7 5700u,477.0,amd radeon r2,1.0,Yes,windows,1.0,0.0,2021-11-30,4.4,736.0,736.0
"dell latitude 5000 5420 14"" notebook - full hd - 1920 x 1080 - intel core i5 11th gen i5-1145g7 quad-core (4 core) 2.60 ghz - 8 gb ram - 256 gb ssd ",dell,1076.0,2.3949677136000003,traditional,general,14.0,512.0,ssd,2.6,8.0,ddr4,intel core i5 1145g7,742.0,intel iris 540,8.0,No,windows,1.0,1.0,2021-01-21,4.4,737.0,737.0
"asus chromebook flip cx5, 14"" touchscreen fhd nanoedge display, intel core i3-1110g4 processor, 128gb ssd, 8gb ram, stylus, backlit keyboard, wi-fi 6, chrome os, aluminum, ai blue, cx5400fma-dn388t-s ",asus,372.0,1.4016004233,2 in 1,general,15.3,128.0,ssd,4.267,8.0,lpddr4x,intel core i3 1110g4,1642.0,intel uhd g7,5.3,No,chrome os,3.0,1.0,2021-08-05,4.5,737.0,737.0
